MIS_NO,MIS_DT,MIS_TYP,PO_NO,ITM_CD,GDN_CD,CHAL_QTY,VENDUQ_QTY,VEND_UQ,VEND_CD,REC_QTY,CHAL_NO,CHAL_DT,RECT_VAL,ACT_QTY,DEV_QTY,RFR_QTY,REJ_QTY,SHT_QTY,TST_QTY,CS_QTY,QLT_RTG,DEL_RTG,MTL_FLG,VAL_FLG,VAL_MTL,INSP_AUTH,INSP_DT,WHAR_DEM,FREIGHT,MC_NT_NO,MC_NT_DT,STAT_CD,MVD_QTY,RV_NO,RV_DT,KOD,COST_CL,PSA_CD,BPLN_NO,DISCOUNT,IGP_NO,BOC_ITM_CD,CON_FACT,WGT,NO_PACKS,PREV_MIS,COMM,COMM1,REMARK,INOTE_NO,REMARK1,QR_QTY,REJ_REASON1,REJ_REASON2,REJ_REASON3,RV_FWD_DT,RV_FWD_TRANS,RV_FWD_SEC,TMP_ACT,STATE_UP,GSTIN_NO,HSN_CD,COMP_SCHEME,GST_EXEMPT,UNIT_RT,CGST_PCT,CGST_AMT,SGST_PCT,SGST_AMT,IGST_PCT,IGST_AMT,MFD_MTH,MFD_YR
20240042,2024/12/04,M,20230562,2110065007,,73,73,,S005921011,73,1,2024/12/04,36190.6771,73,0,0,0,0,1,0,35,30,0,0,0,GM OPF,2024/08/05,0,0,,,2,73,S20240129,2024/11/05,5,,5,806,0,20240042,2110065007,1,,1,,,,,202400065,N,,,,,2024/15/05,20240011,6,0,Y,09ACDPG9588L2ZT,8804,N,N,495.7627,9,3257.16,9,3257.16,0,0,4,2024
20240043,2024/12/04,M,20230489,2101221504,,219,219,,Z000259011,219,23241166,2024/31/03,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240043,,1,,3,,,,,0,,0,,,,,,,0,N,27AAACA3874D1ZW,5906,N,N,2391.3,0,0,0,0,12,62843.36,,
20240044,2024/12/04,M,20230598,9911038957,,1,1,,A000929290,1,3,2024/04/04,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240044,,1,,1,,,,,0,,0,,,,,,,0,Y,09AKQPP6649G1ZE,8471,N,N,199059.32,9,17915.34,9,17915.34,0,0,,
20240045,2024/12/04,M,20230261,2101221373,,618,618,,R000921112,618,2286,2024/31/03,35216.389,169,0,218,231,0,15,0,9.57,6.66,0,0,0,"GM/OPF, KANPUR",2024/21/06,0,0,,,2,169,S20240384,2024/05/07,,,5,103,0,20240045,2101221373,1,,1,,,,,202400233,N,0,QTY.231 MTRS(02 BOLT) REJECTED DUE TO BOLT FOUND WITH BROKEN THREAD,AND STAINS,,2024/06/07,20240054,6,0,N,03ATGPK7409JIZO,6005,N,N,208.381,0,0,0,0,5,6438.97,3,2024
20240046,2024/12/04,M,20230394,2101797032,,90563.7,90563.7,,S009925009,90563.7,21,2024/12/04,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240040,,1,,14,,,,,0,,0,,,,,,,0,Y,09ADWPK1340G1ZE,5607,N,N,4.4286,6,24064.22,6,24064.22,0,0,,
20240047,2024/13/04,C,20231557,9911038580,,100,100,,0,100,C-194,2024/30/03,,100,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/06/07,0,0,,,1,0,,,,,,,0,20240046,9911038580,0,,1,,M/S OMKAR UDYOG,,,0,,0,,,,,,,0,N,07AALPG9559P1ZR,9606,N,N,10.93,0,0,0,0,18,196,,
20240048,2024/15/04,M,20230545,2101222001,,1389,1389,,S013421001,1389,SI/06/04/,2024/11/04,656373.3439,1111.6,0,64,213.4,0,21,0,28.01,21.61,0,0,0,GM OPF,2024/16/05,0,0,,,2,1111.6,S20240188,2024/23/05,,,5,521,0,20240047,2101222001,1,,3,,,,,202400091,N,0,QTY 213.40 MTR REJECTED DUE TO PICS/DM OBSERVED 252 AGAINST 270+/-5%,,,2024/06/06,20240032,6,0,N,27AAACS6430P1ZZ,5208,N,N,590.48,0,0,0,0,5,41008.84,2,2024
20240049,2024/15/04,M,20220312,2110019025,,100,100,,S000921155,100,3,2024/15/04,107550.8448,98,0,0,2,0,6,0,34.3,0,0,0,0,"GM/OPF,KANPUR",2024/23/04,0,0,,,2,98,S20240096,2024/03/05,5,,5,608,0,20240048,2110019025,1,,1,,,,,202400022,N,0,QTY. 02 NOS. REJECTED DUE TO COMPRESSION LOAD FOUND NOT AS PER,SPECIFED,,2024/10/05,20240010,6,0,Y,09AAYFS2731C1ZY,8804,N,N,1033.9,9,9305.1,9,9305.1,0,0,4,2024
20240050,2024/15/04,M,20230532,2101221989,,5447,5447,,H000958007,5447,132-2425,2024/08/04,2052450,4561,0,107,779,0,40,0,29.31,30,0,0,0,"GM/OPF,KANPUR",2024/18/05,0,0,,,2,4561,S20240201,2024/23/05,,,5,1518,0,20240055,2101221989,1,,17,,,,,202400104,N,0,QTY.83.3 MTRS REJECTED DUE TO MASS FOUND NOT AS PER SPECIFIED AND,QTY.695.7 MTRS REJECTED DUE TO EXCESS TO ORDER.,TOTAL REJECTED QTY IS 779 MTRS.,2024/30/05,20240026,6,0,N,27AAACH3166K1ZH,5407,N,N,450,0,0,0,0,5,122558,1,2024
20240051,2024/15/04,M,20230576,2101221320,,1960.4,1960.4,,H000958007,1960.4,133-2425,2024/08/04,780480,1734.4,0,38,188,0,17,0,30.97,28.42,0,0,0,"GM OPF, KANPUR",2024/16/05,0,0,,,2,1734.4,SA20240011,2024/23/05,,,5,826,0,20240056,2101221320,1,,6,,,,,202400094,N,0,QTY. 188 MTR. REJECTED TO DUE TO AP FOUND NOT AS PER SPECIFIED.,,,2024/30/05,20240026,6,0,N,27AAACH3166K1ZH,5407,N,N,450,0,0,0,0,5,44109,1,2024
20240111,2024/15/04,M,20230572,2010371489,,1,1,,D000921076,1,3,2024/08/04,1888,1,0,0,0,0,0,0,35,30,0,0,0,GM OPF,2024/23/05,0,0,,,2,1,S20240234,2024/29/05,5,,5,101,0,20240049,2010371489,1,,1,,,,,202400125,N,0,,,,2024/31/05,20240028,6,0,N,27AAGFD4809C1ZQ,3926,N,N,1600,0,0,0,0,18,288,,
20240112,2024/15/04,M,20230572,2010371492,,1,1,,D000921076,1,3,2024/08/04,25960,1,0,0,0,0,0,0,35,30,0,0,0,GM OPF,2024/23/05,0,0,,,2,1,S20240227,2024/29/05,,,5,101,0,20240050,2010371492,1,,1,,,,,202400124,N,0,,,,2024/31/05,20240028,6,0,N,27AAGFD4809C1ZQ,7002,N,N,22000,0,0,0,0,18,3960,,
20240113,2024/15/04,M,20230572,2010371490,,1,1,,D000921076,1,3,2024/08/04,6490,1,0,0,0,0,0,0,35,30,0,0,0,GM OPF,2024/23/05,0,0,,,2,1,S20240225,2024/29/05,,,5,101,0,20240051,2010371490,1,,1,,,,,202400123,N,0,,,,2024/31/05,20240028,6,0,N,27AAGFD4809C1ZQ,9001,N,N,5500,0,0,0,0,18,990,,
20240114,2024/15/04,M,20230572,2010371491,,1,1,,D000921076,1,3,2024/08/04,17700,1,0,0,0,0,0,0,35,30,0,0,0,GM OPF,2024/23/05,0,0,,,2,1,S20240224,2024/29/05,,,5,101,0,20240052,2010371491,1,,1,,,,,202400122,N,0,,,,2024/31/05,20240028,6,0,N,27AAGFD4809C1ZQ,9001,N,N,15000,0,0,0,0,18,2700,,
20240115,2024/15/04,M,20230572,2010371488,,1,1,,D000921076,1,3,2024/08/04,27140,1,0,0,0,0,0,0,35,30,0,0,0,GM OPF,2024/23/05,0,0,,,2,1,S20240233,2024/29/05,5,,5,101,0,20240053,2010371488,1,,1,,,,,202400121,N,0,,,,2024/31/05,20240028,6,0,N,27AAGFD4809C1ZQ,8481,N,N,23000,0,0,0,0,18,4140,,
20240116,2024/15/04,M,20230572,2010371487,,1,1,,D000921076,1,3,2024/08/04,24780,1,0,0,0,0,0,0,35,30,0,0,0,GM OPF,2024/23/05,0,0,,,2,1,S20240232,2024/29/05,5,,5,101,0,20240054,2010371487,1,,1,,,,,202400120,N,0,,,,2024/31/05,20240028,6,0,N,27AAGFD4809C1ZQ,8481,N,N,21000,0,0,0,0,18,3780,,
20240053,2024/16/04,H,20231261,9911039037,,92,92,,0,92,30,2024/15/03,24729.6,92,0,0,0,0,0,0,0,0,0,0,0,"GM/OPF,KANPUR",2024/20/04,0,0,,,2,92,S20240068,2024/26/04,,,5,101,0,0,9911039037,0,,0,,M/S SANTRAM ENGINEERING WORKS,,,202400015,N,0,,,,2024/29/04,20240006,6,0,,,0,,,0,0,0,0,0,0,0,,
20240054,2024/16/04,M,20230570,2101221506,,10,10,,G000925086,10,8,2024/15/04,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240057,,1,,10,,,,,0,,0,,,,,,,0,N,06AACCG2389M1Z9,7019,N,N,19500,0,0,0,0,18,35100,,
20240055,2024/16/04,C,20231516,2101221512,,40,40,,0,40,10,2024/15/04,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240058,,1,,40,,M/S GEEPEE REINFORCED PRODUCTS PVT.LTD.,,,0,,0,,,,,,,0,N,06AACCG2389M1Z9,4016,N,N,300,0,0,0,0,18,2160,,
20240056,2024/16/04,M,20210130,2110005017,,51,51,,S000525000,51,14,2024/16/04,35955,47,0,0,4,0,1,0,32.25,0,0,0,0,"GM/OPF,KANPUR",2024/24/04,0,0,,,2,47,S20240097,2024/03/05,5,,5,201,0,20240059,2110005017,1,,1,,,,,202400025,N,0,QTY. 04 NOS. REJECTED AS EXCESS TO ORDER QTY.,,,2024/10/05,20240010,6,0,Y,09AACCS0177M1Z1,8804,N,N,765,9,3511.35,9,3511.35,0,0,4,2024
20240057,2024/16/04,M,20220057,2110065001,,100,100,,S000525000,100,15,2024/16/04,40187.2878,99,0,0,1,0,1,0,34.65,0,0,0,0,GM OPF,2024/18/05,0,0,,,2,99,S20240203,2024/24/05,5,,5,611,0,20240060,2110065001,1,,1,,,,,202400101,N,,REJECTED DUE TO EXCESS TO ORDER,,,2024/30/05,20240026,6,0,Y,09AACCS0177M1Z1,8804,N,N,405.93,9,3653.37,9,3653.37,0,0,4,2024
20240058,2024/16/04,C,20231377,2101221539,,100,100,,0,100,6,2024/16/04,424.8,100,0,0,0,0,0,0,0,0,0,0,0,"GM/OPF,KANPUR",2024/26/04,0,0,,,2,100,S20240076,2024/01/05,,,5,101,0,20240061,2101221539,1,,100,,M/S PRIYA ENTERPRISES,,,0,,0,,,,2024/06/05,20240008,6,0,Y,09ATWPK3223E1ZJ,5806,N,N,3.59,9,32.5,9,32.5,0,0,,
20240059,2024/16/04,C,20231376,2101221543,,100,100,,0,100,5,2024/16/04,424.8,100,0,0,0,0,0,0,0,0,0,0,0,"GM/OPF, KANPUR",2024/26/04,0,0,,,2,100,S20240078,2024/01/05,,,5,101,0,20240062,2101221543,1,,100,,M/S PRIYA ENTERPRISES,,,0,,0,,,,2024/06/05,20240008,6,0,Y,09ATWPK3223E1ZJ,5806,N,N,3.59,9,32.5,9,32.5,0,0,,
20240060,2024/16/04,C,20231375,2101221545,,100,100,,0,100,4,2024/16/04,424.8,100,0,0,0,0,0,0,0,0,0,0,0,"GM/OPF, KANPUR",2024/26/04,0,0,,,2,100,S20240080,2024/01/05,,,5,101,0,20240063,2101221545,1,,100,,M/S PRIYA ENTERPRISES,,,0,,0,,,,2024/06/05,20240008,6,0,Y,09ATWPK3223E1ZJ,5806,N,N,3.59,9,32.5,9,32.5,0,0,,
20240061,2024/16/04,C,20231374,2101221540,,100,100,,0,100,3,2024/16/04,424.8,100,0,0,0,0,0,0,0,0,0,0,0,"GM/OPF,KANPUR",2024/26/04,0,0,,,2,100,S20240077,2024/01/05,,,5,101,0,20240064,2101221540,1,,100,,M/S PRIYA ENTERPRISES,,,0,,0,,,,2024/06/05,20240008,6,0,Y,09ATWPK3223E1ZJ,5806,N,N,3.59,9,32.5,9,32.5,0,0,,
20240062,2024/16/04,C,20231371,2101221544,,100,100,,0,100,2,2024/16/04,424.8,100,0,0,0,0,0,0,0,0,0,0,0,"GM/OPF, KANPUR",2024/26/04,0,0,,,2,100,S20240079,2024/01/05,,,5,101,0,20240065,2101221544,1,,100,,M/S PRIYA ENTERPRISES,,,0,,0,,,,2024/06/05,20240008,6,0,Y,09ATWPK3223E1ZJ,5806,N,N,3.59,9,32.5,9,32.5,0,0,,
20240063,2024/16/04,C,20231519,801689171,,1500,1500,,0,1500,1,2024/16/04,3000,1500,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/07/05,0,0,,,2,1500,S20240118,2024/10/05,,,5,3701,0,20240066,801689171,1,,1500,,M/S PRIYA ENTERPRISES,,,0,,0,,,,2024/15/05,20240011,6,0,Y,09ATWPK3223E1ZJ,7318,N,N,1.6946,9,229,9,229,0,0,,
20240064,2024/16/04,M,20230408,2110090005,,40,40,,S000525000,40,16,2024/16/04,127800,40,0,0,0,0,1,0,35,13.67,0,0,0,GM OPF,2024/01/06,0,0,,,2,40,S20240260,2024/04/06,5,,5,201,0,20240067,2110090005,1,,40,,,,,202400160,N,,,,,2024/06/06,20240032,6,0,Y,09AACCS0177M1Z1,8804,N,N,3195,9,11502,9,11502,0,0,4,2024
20240065,2024/16/04,M,20230536,9911039046,,1000,1000,,S000921326,1000,1,2024/16/04,59991.5,1000,0,0,0,0,0,0,35,27,0,0,0,GM OPF,2024/09/05,0,0,,,2,1000,S20240134,2024/11/05,,,5,101,0,20240070,9911039046,1,,1,,,,,202400072,N,0,,,,2024/15/05,20240011,6,0,Y,09DIJPS8367A1ZS,4820,N,N,59.9915,9,5399.24,9,5399.24,0,0,,
20240076,2024/16/04,M,20230537,9911039004,,840,840,,S000921326,840,2,2024/16/04,50392.86,840,0,0,0,0,0,0,35,27,0,0,0,GM OPF,2024/29/04,0,0,,,2,840,S20240115,2024/10/05,,,5,101,0,20240071,9911039004,1,,1,,,,,202400041,N,0,,,,2024/15/05,20240011,6,0,Y,09DIJPS8367A1ZS,48203,N,N,59.9915,9,4535.36,9,4535.36,0,0,,
20240077,2024/16/04,M,20230539,9911039048,,440,440,,S000921326,440,3,2024/16/04,26396.26,440,0,0,0,0,0,0,35,27,0,0,0,GM OPF,2024/29/04,0,0,,,2,440,S20240098,2024/06/05,,,5,101,0,20240072,9911039048,1,,1,,,,,202400040,N,0,,,,2024/10/05,20240010,6,0,Y,09DIJPS8367A1ZS,4820,N,N,59.9915,9,2375.66,9,2375.66,0,0,,
20240078,2024/16/04,M,20230535,9911038958,,540,540,,S000921326,540,4,2024/16/04,32395.41,540,0,0,0,0,0,0,35,27,0,0,0,GM OPF,2024/29/04,0,0,,,2,540,S20240099,2024/06/05,,,5,101,0,20240073,9911038958,1,,1,,,,,202400039,N,0,,,,2024/10/05,20240010,6,0,Y,09DIJPS8367A1ZS,4820,N,N,59.9915,9,2915.59,9,2915.59,0,0,,
20240066,2024/18/04,M,20210220,2110008017,,74,74,,S000525000,74,19,2024/18/04,25560,72,0,0,2,0,3,0,34.05,0,0,0,0,GM OPF,2024/09/05,0,0,,,2,72,S20240130,2024/11/05,5,,5,623,0,20240074,2110008017,1,,1,,,,,202400070,N,,REJECTED DUE TO POOR FINISH AND WIRE DETACHED,,,2024/15/05,20240011,6,0,Y,09AACCS0177M1Z1,8804,N,N,355,9,2364.3,9,2364.3,0,0,4,2024
20240067,2024/18/04,M,20230607,2510073838,,12,12,,T000914016,12,6,2024/18/04,48600,12,0,0,0,0,0,0,35,30,0,0,0,GM OPF,2024/29/04,0,0,,,2,12,S20240091,2024/02/05,,,5,212,0,20240075,2510073838,1,,3,,,,,202400038,N,0,,,,2024/06/05,20240008,6,0,Y,09AEBPT4814J2Z7,3920,N,N,4050,9,4374,9,4374,0,0,,
20240068,2024/18/04,M,20210314,2101221253,,70,70,,K001121010,70,VP24250060,2024/10/04,35370,54,0,2,14,0,3,0,27,0,0,0,0,"GM/OPF,KANPUR",2024/17/05,0,0,,,2,54,S20240199,2024/23/05,,,5,509,0,20240076,2101221253,1,,2,,,,,202400097,N,0,QTY. 14 MTRS REJECTED DUE TO MATERIAL FOUND NOT AS PER SPECIFIED,(ODS SHADE FOUND INSTEAD OF OG SHADE AND WEAVE ALSO NOT FOUND OK),,2024/30/05,20240026,6,0,N,24AAACK2030M1ZV,5407,N,N,655,0,0,0,0,5,2292.5,4,2024
20240069,2024/18/04,M,20210314,2101221256,,140,140,,K001121010,140,VP24250061,2024/10/04,87770,134,0,6,0,0,3,0,33.5,0,0,0,0,"GM/OPF, KANPUR",2024/17/05,0,0,,,2,134,S20240171,2024/20/05,,,5,513,0,20240077,2101221256,1,,1,,,,,202400096,N,0,,,,2024/24/05,20240018,6,0,N,24AAACK2030M1ZV,5407,N,N,655,0,0,0,0,5,4585,4,2024
20240070,2024/18/04,M,20210314,2101221254,,458,458,,K001121010,458,VP24250062,2024/10/04,280995,429,0,29,0,0,4,0,32.78,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,429,SA20240008,2024/18/05,,,5,904,0,20240078,2101221254,1,,2,,,,,202400079,N,0,,,,2024/24/05,20240018,6,0,N,24AAACK2030M1ZV,5407,N,N,655,0,0,0,0,5,14999.5,4,2024
20240079,2024/18/04,M,20210314,2101221255,,30,30,,K001121010,30,VP24250064,2024/10/04,,0,0,0,30,0,0,0,0,0,0,0,0,GM OPF,2024/15/05,0,0,,,1,0,,,,,,,0,20240079,2101221255,1,,1,,,,,0,,0,WEAVE OBSERVED 2/1 TWILL AGAINST SPECIFIED PLAIN WEAVE.,AP OBSERVED 17.16 AAGAINST SPECIFIED 12+/-3.,,,,,0,N,24AAACK2030M1ZV,5407,N,N,655,0,0,0,0,5,982.5,,
20240104,2024/18/04,C,20231525,2101682188,,10,10,,0,10,4,2024/16/04,24190,10,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/23/05,0,0,,,2,10,S20240240,2024/30/05,,,5,304,0,20240068,2101682188,0,,1,,M/S CLASSIC FOAM INDUSTRIES,,,0,,0,,,,2024/31/05,20240028,6,0,Y,09ACXPK1726G2Z8,3920,N,N,2050,9,1845,9,1845,0,0,,
20240105,2024/18/04,C,20230560,2101292033,,82,82,,0,82,5,2024/16/04,24190,82,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,82,S20240169,2024/20/05,5,,5,107,0,20240069,2101292033,0,,1,,M/S CLASSIC FOAM INDUSTRIES,,,0,,0,,,,2024/24/05,20240019,6,0,Y,09ACXPK1726G2ZB,3920,N,N,250,9,1845,9,1845,0,0,,
20240071,2024/19/04,H,20230913,2101221527,,186,186,,0,186,4,2024/01/03,24998.4,186,0,0,0,0,0,0,0,0,0,0,0,"GM/OPF,KANPUR",2024/26/04,0,0,,,2,186,S20240089,2024/02/05,,,5,101,0,0,2101221527,0,,0,,M/S SANTRAM ENGINEERING WORKS,,,0,,0,,,,2024/06/05,20240008,6,0,,,0,,,0,0,0,0,0,0,0,,
20240072,2024/19/04,H,20230914,2101221528,,223,223,,0,223,5,2024/01/03,24976,223,0,0,0,0,0,0,0,0,0,0,0,"GM/OPF, KANPUR",2024/26/04,0,0,,,2,223,S20240090,2024/02/05,,,5,101,0,0,2101221528,0,,0,,M/S SANTRAM ENGINEERING WORKS,,,0,,0,,,,2024/06/05,20240008,6,0,,,0,,,0,0,0,0,0,0,0,4,2024
20240073,2024/19/04,W,20230585,9911039058,,80,80,,V000921084,80,1,2024/15/04,176000,80,0,0,0,0,0,0,35,30,0,0,0,"GM/OPF,KANPUR",2024/23/04,0,0,,,2,80,S20240066,2024/26/04,,,5,101,0,0,9911039058,0,,0,,,,,202400018,N,0,,,,2024/29/04,20240006,6,0,,,0,,,0,0,0,0,0,0,0,,
20240074,2024/19/04,W,20230276,2110025108,,9,9,,S009925026,9,7,2024/08/04,133071.4287,9,0,0,0,0,0,0,35,1.03,0,0,0,"GM/OPF, KANPUR",2024/23/04,0,0,,,2,9,S20240058,2024/25/04,,,5,108,0,,2110025108,0,,0,,,,,202400017,N,0,,,,2024/29/04,20240006,6,0,,,0,,,0,0,0,0,0,0,0,,
20240075,2024/19/04,W,20230204,2110025107,,30,30,,S009925026,30,6,2024/08/04,1109700,30,0,0,0,0,0,0,35,1.96,0,0,0,"GM/OPF,KANPUR",2024/23/04,0,0,,,2,30,S20240060,2024/25/04,,,5,120,0,,2110025107,0,,0,,,,,202400021,N,0,,,,2024/29/04,20240006,6,0,,,0,,,0,0,0,0,0,0,0,,
20240080,2024/19/04,M,20230209,2110048000,,53,53,,S005921011,53,3,2024/19/04,38177.967,53,0,0,0,0,1,0,35,15,0,0,0,GM OPF,2024/15/05,0,0,,,2,53,S20240168,2024/20/05,5,,5,1203,0,20240080,2110048000,1,,1,,,,,202400083,N,,,,,2024/24/05,20240019,6,0,Y,09ACDPG9588L2ZT,8804,N,N,720.339,9,3436.01,9,3436.01,0,0,4,2024
20240081,2024/19/04,M,20240006,2110065003,,203,203,,S005921011,203,4,2024/19/04,56771.183,203,0,0,0,0,1,0,35,30,0,0,0,GM OPF,2024/23/05,0,0,,,2,203,S20240212,2024/27/05,5,,5,1015,0,20240081,2110065003,1,,1,,,,,202400114,N,0,,,,2024/31/05,20240028,6,0,Y,09ACDPG9588L2ZT,8804,N,N,279.661,9,5109.4,9,5109.4,0,0,,
20240082,2024/19/04,M,20230115,2110071032,,24,24,,S005921011,24,2,2024/19/04,170847.36,24,0,0,0,0,1,0,35,9,0,0,0,GM OPF,2024/15/05,0,0,,,2,24,S20240181,2024/21/05,5,,5,101,0,20240082,2110071032,1,,1,,,,,202400085,N,0,,,,2024/24/05,20240019,6,0,Y,09ACDPG9588L2ZT,8804,N,N,8500,9,18360,9,18360,0,0,4,2024
20240083,2024/19/04,M,20230569,9911037668,,10,10,,G000925086,10,7,2024/15/04,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240083,,1,,10,,,,,0,,0,,,,,,,0,N,06AACCG2389M1Z9,7019,N,N,6500,0,0,0,0,18,11700,,
20240084,2024/19/04,C,20231540,9911039100,,4,4,,0,4,INV/24-01,2024/05/04,24960,4,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/07/05,0,0,,,2,4,S20240142,2024/15/05,,,5,101,0,20240084,9911039100,0,,4,,,,,202400062,N,0,,,,2024/16/05,20240013,6,0,Y,09AUPPG5849Q1ZJ,9403,N,N,6240,9,1903.73,9,1903.73,0,0,,
20240085,2024/19/04,M,20230583,2110061007,,50,50,,S000921155,50,4,2024/19/04,20500,50,0,0,0,0,3,0,35,11.28,0,0,0,GM OPF,2024/27/05,0,0,,,2,50,S20240228,2024/29/05,5,,5,2220,0,20240085,2110061007,1,,1,,,,,202400133,N,,,,,2024/31/05,20240028,6,0,Y,09AAYFS2731C1ZY,8804,N,N,410,9,1845,9,1845,0,0,4,2024
20240086,2024/19/04,M,20230583,2110061008,,30,30,,S000921155,30,5,2024/19/04,13200,30,0,0,0,0,3,0,35,12.86,0,0,0,GM OPF,2024/27/05,0,0,,,2,30,S20240229,2024/29/05,5,,5,2002,0,20240086,2110061008,1,,1,,,,,202400132,N,,,,,2024/31/05,20240028,6,0,Y,09AAYFS2731C1ZY,8804,N,N,440,9,1188,9,1188,0,0,4,2024
20240087,2024/19/04,C,20231539,9911039097,,2,2,,0,2,INV/24-02,2024/05/04,24920,2,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/07/05,0,0,,,2,2,S20240143,2024/15/05,,,5,101,0,20240087,9911039097,1,,2,,M/S SRI TAPESWARI,,,0,,0,,,,2024/16/05,20240013,6,0,Y,09AUPPG5849Q1ZJ,9403,N,N,12460,9,1900.68,9,1900.68,0,0,,
20240088,2024/19/04,M,20230484,2101221538,,16668,16668,,M000421005,16668,M/00084,2024/19/04,73312.2432,16488,0,180,0,0,186,0,34.62,20.77,0,0,0,GM OPF,2024/03/05,0,0,,,2,16488,S20240111,2024/09/05,,,5,101,0,20240088,2101221538,1,,3,,,,,202400051,N,0,,,,2024/10/05,20240010,6,0,Y,09AAACM9362J1Z2,5607,N,N,4.4464,6,4446.76,6,4446.76,0,0,4,2024
20240089,2024/19/04,M,20230405,2101786992,,18552,18552,,M000421005,18552,M/00083,2024/19/04,189895.9772,18394,0,158,0,0,564,0,34.7,29.69,0,0,0,GM OPF,2024/18/05,0,0,,,2,18394,S20240197,2024/23/05,,,5,1023,0,20240089,2101786992,1,,10,,,,,202400099,N,0,,,,2024/30/05,20240026,6,0,Y,09AAACM9362J1Z2,5806,N,N,10.3238,2.5,4788.18,2.5,4788.18,0,0,4,2024
20240090,2024/19/04,M,20230412,2101126374,,5600,5600,,M000421005,5600,M/00085,2024/19/04,157410.2376,5544,0,56,0,0,84,0,34.65,27.2,0,0,0,GM OPF,2024/27/05,0,0,,,2,5544,S20240284,2024/13/06,,,5,806,0,20240090,2101126374,1,,3,,,,,202400143,N,0,,,,2024/24/06,20240039,6,0,Y,09AAACM9362J1Z2,5607,N,N,28.3929,6,9540.01,6,9540.01,0,0,4,2024
20240091,2024/19/04,M,20230488,2101221505,,120,120,,U000925004,120,1690,2024/30/03,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240091,,1,,2,,,,,0,,0,,,,,,,0,N,27AAACU5452F1ZE,5808,N,N,1661.02,0,0,0,0,18,35878.03,,
20240092,2024/19/04,M,20230488,2101221504,,36,36,,U000925004,36,1690,2024/30/03,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240092,,1,,1,,,,,0,,0,,,,,,,0,N,27AAACU5452F1ZE,4008,N,N,2269.71,0,0,0,0,18,14707.72,,
20240093,2024/19/04,M,20230217,2010020005,,434,434,,K000921149,434,5,2024/19/04,,0,0,0,434,0,0,0,0,0,0,0,0,GM OPF,2024/05/06,0,0,,,1,0,,,,,,,0,20240093,2010020005,1,,1,,,,,0,,,REJECTED DUE TO ZINC COATING OBSRVED IN PLACE OF CADMIUM,,,,,,0,Y,09ALRPS4721Q1Z2,7326,N,N,49.49,9,1933.08,9,1933.08,0,0,4,2024
20240094,2024/19/04,M,20230605,2110019018,,2400,2400,,K000921149,2400,1,2024/19/04,42691.44,2400,0,0,0,0,2,0,35,30,0,0,0,GM OPF,2024/28/06,0,0,,,2,2400,S20240363,2024/01/07,5,,5,215,0,20240094,2110019018,1,,1,,,,,202400257,N,,,,,2024/01/07,20240049,6,0,Y,09ALRPS4721Q1Z2,7326,N,N,17.79,9,3842.64,9,3842.64,0,0,4,2024
20240095,2024/19/04,M,20230461,2110080002,,38963,38963,,K000921149,38963,3,2024/19/04,89776.2986,18917,0,0,20046,0,2,0,16.99,14.57,0,0,0,GM OPF,2024/15/06,0,0,,,2,18917,S20240344,2024/25/06,5,,5,211,0,20240095,2110080002,1,,10,,,,,202400219,N,,REJECTEDCDUE TO POOR FINISH,,,2024/27/06,20240043,6,0,Y,09ALRPS4721Q1Z2,7326,N,N,4.75,9,16656.68,9,16656.68,0,0,4,2024
20240096,2024/19/04,M,20230499,2110080006,,1075,1075,,K000921149,1075,2,2024/19/04,16380.0975,1075,0,0,0,0,2,0,35,0.78,0,0,0,GM OPF,2024/11/05,0,0,,,2,1075,S20240185,2024/21/05,5,,5,207,0,20240096,2110080006,1,,1,,,,,202400076,N,,,,,2024/24/05,20240019,6,0,Y,09ALRPS4721Q1Z2,7326,N,N,15.24,9,1474.47,9,1474.47,0,0,4,2024
