MIS_NO,MIS_DT,MIS_TYP,PO_NO,ITM_CD,GDN_CD,CHAL_QTY,VENDUQ_QTY,VEND_UQ,VEND_CD,REC_QTY,CHAL_NO,CHAL_DT,RECT_VAL,ACT_QTY,DEV_QTY,RFR_QTY,REJ_QTY,SHT_QTY,TST_QTY,CS_QTY,QLT_RTG,DEL_RTG,MTL_FLG,VAL_FLG,VAL_MTL,INSP_AUTH,INSP_DT,WHAR_DEM,FREIGHT,MC_NT_NO,MC_NT_DT,STAT_CD,MVD_QTY,RV_NO,RV_DT,KOD,COST_CL,PSA_CD,BPLN_NO,DISCOUNT,IGP_NO,BOC_ITM_CD,CON_FACT,WGT,NO_PACKS,PREV_MIS,COMM,COMM1,REMARK,INOTE_NO,REMARK1,QR_QTY,REJ_REASON1,REJ_REASON2,REJ_REASON3,RV_FWD_DT,RV_FWD_TRANS,RV_FWD_SEC,TMP_ACT,STATE_UP,GSTIN_NO,HSN_CD,COMP_SCHEME,GST_EXEMPT,UNIT_RT,CGST_PCT,CGST_AMT,SGST_PCT,SGST_AMT,IGST_PCT,IGST_AMT,MFD_MTH,MFD_YR
20240097,2024/19/04,M,20230306,2110029012,,1658,1658,,K000921149,1658,4,2024/19/04,83406.827,1330,0,0,328,0,2,0,28.08,16.85,0,0,0,GM OPF,2024/29/06,0,0,,,2,1330,S20240410,2024/10/07,5,,5,1304,0,20240097,2110029012,1,,2,,,,,202400260,N,,REJECTED DUE TO CRACK DURING LOAD TEST,,,,,,0,Y,09ALRPS4721Q1Z2,7326,N,N,62.71,9,9357.59,9,9357.59,0,0,4,2024
20240098,2024/22/04,C,20231576,9911039101,,1,1,,0,1,INV/24-03,2024/05/04,12220,1,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/07/05,0,0,,,2,1,S20240144,2024/15/05,,,5,101,0,20240098,9911039101,0,,1,,M/S SRI TAPESWARI,,,0,,0,,,,2024/16/05,20240013,6,0,Y,09AUPPG5849Q1ZJ,9403,N,N,12220,9,932.03,9,932.03,0,0,,
20240099,2024/22/04,M,20230530,2101126417,,2333,2333,,C000720013,2333,6,2024/22/04,2391325,2333,0,0,0,0,2,0,35,30,0,0,0,GM OPF,2024/09/05,0,0,,,2,2333,S20240135,2024/11/05,,,5,208,0,20240099,2101126417,1,,155,,,,,202400069,N,0,,,,2024/15/05,20240011,6,0,Y,09ACXPK1726G2Z8,5603,N,N,1025,6,143479.5,6,143479.5,0,0,4,2024
20240100,2024/22/04,M,20230530,2101126414,,345,345,,C000720013,345,7,2024/22/04,138000,345,0,0,0,0,1,0,35,30,0,0,0,GM OPF,2024/09/05,0,0,,,2,345,S20240136,2024/11/05,,,5,206,0,20240100,2101126414,1,,6,,,,,202400067,N,0,,,,2024/15/05,20240011,6,0,Y,09ACXPK1726G2Z8,5603,N,N,400,6,8280,6,8280,0,0,4,2024
20240101,2024/22/04,M,20230530,2101126422,,59,59,,C000720013,59,8,2024/22/04,15803.5689,59,0,0,0,0,1,0,35,30,0,0,0,GM OPF,2024/09/05,0,0,,,2,59,S20240137,2024/11/05,,,5,108,0,20240101,2101126422,1,,1,,,,,202400068,N,0,,,,2024/15/05,20240011,6,0,Y,09ACXPK1726G2Z8,5603,N,N,267.85,6,948.19,6,948.19,0,0,4,2024
20240102,2024/22/04,M,20230406,2101797031,,38024,38024,,S009925009,38024,27,2024/22/04,212244.4704,37392,0,632,0,0,810,0,34.42,18.33,0,0,0,GM OPF,2024/24/05,0,0,,,2,37392,S20240237,2024/30/05,,,5,221,0,20240103,2101797031,1,,16,,,,,202400130,N,0,,,,2024/31/05,20240028,6,0,Y,09ADWPK1340G1ZE,5806,N,N,5.6762,2.5,5395.8,2.5,5395.8,0,0,4,2024
20240103,2024/22/04,M,20160533,2101797008,,34603,34603,,S009925009,34603,28,2024/22/04,285810,34025,0,578,0,0,942,0,34.42,0,0,0,0,GM OPF,2024/21/06,0,0,,,2,34025,SA20240025,2024/27/06,,,5,1623,0,20240104,2101797008,1,,19,,,,,202400235,N,0,,,,2024/27/06,20240045,6,0,Y,09ADWPK1340G1ZE,5806,N,N,8,2.5,6920.6,2.5,6920.6,0,0,4,2024
20240106,2024/22/04,C,20231548,9911037593,,1,1,,0,1,29584,2024/27/03,23512.32,1,0,0,0,0,0,0,0,0,0,0,0,"GM/OPF,KANPUR",2024/26/04,0,0,,,2,1,S20240086,2024/02/05,,,5,205,0,20240102,9911037593,0,,1,,M/S UNIT RUN CANTEEN,,,0,,0,,,,2024/06/05,20240009,24,0,Y,0,0,N,N,23512.32,0,0,0,0,0,0,,
20240108,2024/22/04,C,20240032,2510094065,,50,50,,0,50,1339,2024/22/04,6050.5,50,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/30/04,0,0,,,2,50,S20240093,2024/02/05,,,5,310,0,20240106,2510094065,0,,50,,M/S UNIT RUN CANTEEN,,,0,,0,,,,2024/06/05,20240009,24,0,Y,0,0,N,N,121.01,0,0,0,0,0,0,,
20240266,2024/22/04,C,20240041,9911036491,,5,5,,0,5,1337,2024/22/04,,0,0,0,5,0,0,0,0,0,0,0,0,GM OPF,2024/29/05,0,0,,,1,0,,,,,,,0,20240105,9911036491,0,,5,,M/S OPF UNIT RUN CANTEEN,,,0,,0,REQUIRMENT IS 15 KG HOWEVER CASH PURCHASE IS ONLY 5 KG.,,,,,,0,Y,0,0,N,N,331.33,0,0,0,0,0,0,,
20240107,2024/23/04,M,20220125,2110025072,,171,171,,S000921155,171,6,2024/23/04,94829,161,0,0,10,0,1,0,32.95,0,0,0,0,GM OPF,2024/23/05,0,0,,,2,161,S20240214,2024/27/05,5,,5,514,0,20240109,2110025072,1,,1,,,,,202400112,N,0,QTY 10.00 NOS. REJECTED DUE TO COMPRESSION NOT FOUND AS PER SPECIFIC,,,2024/31/05,20240028,6,0,Y,09AAYFS2731C1ZY,8804,N,N,589,9,9064.71,9,9064.71,0,0,4,2024
20240109,2024/23/04,M,20230458,2101138892,,3146,3146,,M000921017,3146,6201022106,2024/16/04,592019.9208,2772,0,137,237,0,27,0,30.84,23.79,0,0,0,"GM/OPF,KANPUR",2024/27/05,0,0,,,2,2772,SA20240013,2024/30/05,,,5,"111,23",0,20240107,2101138892,1,,25,,,,,202400135,N,0,QTY. 237 MTRS(02 ROLLS) REJECTED DUE TO CONTINUOUS WEAVING DEFECTS,FOUND IN THE ROLLS.,,2024/31/05,20240028,6,0,N,24AAACM2813L1ZO,5407,N,N,213.57,0,0,0,0,5,33594.56,3,2024
20240110,2024/23/04,M,20240027,9911037945,,915,915,,B000921109,915,2024-09,2024/20/04,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240108,,1,,3,,,,,0,,0,,,,,,,0,N,08EVXPM0745L1ZQ,8544,N,N,14,0,0,0,0,18,1954.07,,
20240126,2024/23/04,M,20230591,1588780004,,130,130,,S000921400,130,165,2024/29/03,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240110,,1,,1,,,,,0,,0,,,,,,,0,N,08FEQPR6543G1ZT,8536,N,N,117.79,0,0,0,0,18,2756.44,,
20240117,2024/24/04,M,20230213,2110025040,,1015,1015,,S009925026,1015,17,2024/16/04,189805,1015,0,0,0,0,0,0,35,3.94,0,0,0,GM OPF,2024/28/05,0,0,,,2,1015,S20240223,2024/29/05,,,5,104,0,20240111,2110025040,1,,1015,,,,,202400144,N,0,,,,2024/31/05,20240028,6,0,Y,09AAVFS0855J1ZH,9988,N,N,187,2.5,4745.13,2.5,4745.13,0,0,,
20240118,2024/24/04,M,20230403,2101797031,,61945,61945,,V004721006,61945,59,2024/24/04,346055.2092,60966,0,979,0,0,2040,0,34.45,7.64,0,0,0,GM OPF,2024/27/05,0,0,,,2,60966,S20240238,2024/30/05,,,5,222,0,20240126,2101797031,1,,34,,,,,202400140,N,0,,,,2024/31/05,20240028,6,0,Y,09AABCV1571F1ZE,5806,N,N,5.68,2.5,8796.19,2.5,8796.19,0,0,4,2024
20240119,2024/24/04,M,20230450,2101787010,,20363,20363,,S009925009,20363,33,2024/24/04,289831.524,19995,0,368,0,0,567,0,34.37,12.58,0,0,0,GM OPF,2024/27/04,0,0,,,2,19995,S20240073,2024/01/05,,,5,604,0,20240127,2101787010,1,,9,,,,,202400030,N,,,,,2024/06/05,20240008,6,0,Y,09ADWPK1340G1ZE,5806,N,N,14.4952,2.5,7379.14,2.5,7379.14,0,0,4,2024
20240120,2024/24/04,M,20230394,2101797032,,72640.8,72640.8,,S009925009,72640.8,34,2024/24/04,312140.1281,70482.8,0,2158,0,0,885,0,33.96,4.93,0,0,0,"GM/OPF,KANPUR",2024/05/06,0,0,0,,2,70482.8,S20240316,2024/21/06,,,5,304,0,20240128,2101797032,1,,12,,,,,202400178,N,0,,,,2024/24/06,20240039,6,0,Y,09ADWPK1340G1ZE,5607,N,N,4.4286,6,19301.82,6,19301.82,0,0,4,2024
20240125,2024/24/04,H,20240011,1001729501,,40,40,,0,40,8034,2024/12/04,3774.8,40,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/30/04,0,0,,,2,40,S20240094,2024/03/05,,,5,4201,0,0,1001729501,0,,0,,M/S KANT AND COMPANY,,,0,,0,,,,2024/06/05,20240008,6,0,,,0,,,0,0,0,0,0,0,0,,
20240121,2024/25/04,M,20230310,9911036994,,2,2,,D000921062,2,12,2024/25/04,11446,2,0,0,0,0,0,0,35,20,0,0,0,GM OPF,2024/03/05,0,0,,,2,2,S20240120,2024/10/05,,,5,409,0,20240130,9911036994,1,,2,,,,,202400056,N,0,,,,2024/15/05,20240011,6,0,Y,09ACJPT3535A1ZN,2804,N,N,4850,9,873,9,873,0,0,,
20240122,2024/25/04,M,20230588,1588780003,,57,57,,R000921158,57,282,2024/27/03,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240131,,1,,1,,,,,0,,0,,,,,,,0,Y,08IAJPK0250D1ZY,8536,N,N,117.8,,,,,18,1208.59,,
20240123,2024/25/04,M,20190289,2110060004,,67,67,,V000921079,67,4/24/2025,2024/19/04,,0,0,0,67,0,0,0,0,0,0,0,0,GM OPF,2024/05/07,0,0,,,1,0,,,,,,,0,20240132,2110060004,1,,1,,,,,0,,,REJECTED DUE TO FAILED IN CHEMICAL COMPOSITION OF CONE MG OBSERVED,3.98 AGAINST 4.5 TO 5.5 AND M 0.68 AGAINST 0.50 MAX,,,,,0,N,27ACDPS5522L1ZA,8487,N,N,1040,0,0,0,0,18,12542,4,2024
20240124,2024/25/04,C,20240072,9911039118,,4,4,,0,4,5,2024/24/04,23600,4,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/29/04,0,0,,,2,4,S20240092,2024/02/05,,,5,310,0,20240133,9911039118,0,,4,,M/S SHREE PAWAN PRINTERS KANPUR,,,0,,0,,,,2024/06/05,20240009,24,0,Y,09DIJPS8367A1ZS,7616,N,N,5000,9,1800,9,1800,0,0,,
20240127,2024/25/04,C,20231574,9911039098,,1,1,,0,1,2,2024/12/04,24880,1,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/07/05,0,0,,,2,1,S20240141,2024/15/05,,,5,101,0,20240134,9911039098,0,,1,,M/S MADHAV ENTERPRISES KANPUR,,,0,,0,,,,2024/16/05,20240013,6,0,Y,09AFTPT1474P1ZA,9403,N,N,21084.75,9,1897.63,9,1897.63,0,0,,
20240128,2024/25/04,M,20230432,2101787012,,48825,48825,,M000421005,48825,M/00105,2024/25/04,214564.3826,48346,0,479,0,0,1485,0,34.66,7.88,0,0,0,GM OPF,2024/04/06,0,0,,,2,48346,S20240315,2024/21/06,,,5,823,0,20240135,2101787012,1,,19,,,,,202400176,N,0,,,,2024/24/06,20240039,6,0,Y,09AAACM9362J1Z2,5806,N,N,4.4381,2.5,5417.26,2.5,5417.26,0,0,4,2024
20240129,2024/25/04,M,20230507,2101726674,,14316,14316,,M000421005,14316,M/00108,2024/25/04,43597.8704,14072,0,244,0,0,165,0,34.4,20.74,0,0,0,GM OPF,2024/13/06,0,0,,,2,14072,S20240333,2024/21/06,,,5,1120,0,20240136,2101726674,1,,3,,,,,202400213,N,0,,,,2024/25/06,20240040,6,0,Y,09AAACM9362J1Z2,5607,N,N,3.0982,6,2661.23,6,2661.23,0,0,4,2024
20240130,2024/25/04,M,20230430,2101787014,,23000,23000,,M000421005,23000,M/00110,2024/25/04,144097.035,22650,0,350,0,0,690,0,34.47,11.54,0,0,0,GM OPF,2024/04/07,0,0,,,2,22650,S20240398,2024/10/07,,,5,602,0,20240137,2101787014,1,,8,,,,,202400278,N,0,,,,,,,0,Y,09AAACM9362J1Z2,5806,N,N,6.3619,2.5,3658.09,2.5,3658.09,0,0,4,2024
20240131,2024/25/04,M,20160533,2101797008,,1597,1597,,S009925009,1597,38,2024/25/04,13162.8,1567,0,30,0,0,54,0,34.34,0,0,0,0,GM OPF,2024/14/06,0,0,,,2,1567,SA20240023,2024/21/06,,,5,1621,0,20240138,2101797008,1,,1,,,,,202400215,N,0,,,,2024/25/06,20240040,6,0,Y,09ADWPK1340G1ZE,5806,N,N,8,2.5,319.4,2.5,319.4,0,0,4,2024
20240132,2024/25/04,C,20231353,9911037948,,400,400,,0,400,8,2024/25/04,11092,400,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/30/04,0,0,,,2,400,S20240187,2024/23/05,,,5,103,0,20240139,9911037948,0,,2,,,,,202400042,N,0,,,,2024/27/05,20240022,24,0,Y,09AEBPT4814J2Z7,4820,N,N,23.5,9,846,9,846,0,0,,
20240133,2024/26/04,C,20240046,9911036642,,11,11,,0,11,2,2024/26/04,23078.44,11,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/08/05,0,0,,,2,11,S20240131,2024/11/05,,,5,205,0,20240141,9911036642,0,,11,,M/S GONDNI TRADERS,,,0,,0,,,,2024/15/05,20240011,6,0,Y,09AANFG6351K2ZV,8451,N,N,1778,9,1760.22,9,1760.22,0,0,,
20240134,2024/26/04,C,20240047,9911036912,,8,8,,0,8,1,2024/26/04,23458,8,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/08/05,0,0,,,2,8,S20240132,2024/11/05,,,5,205,0,20240142,9911036912,0,,8,,M/S GONDNI TRADERS,,,0,,0,,,,2024/15/05,20240011,6,0,Y,09AANFG6351K2ZV,8451,N,N,2485,9,1789.2,9,1789.2,0,0,,
20240156,2024/26/04,C,20231575,9911039099,,2,2,,0,2,1,2024/12/04,17700,2,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/05/06,0,0,,,2,2,S20240276,2024/13/06,,,5,101,0,20240143,9911039099,0,,2,,,,,0,,0,,,,2024/24/06,20240039,6,0,Y,09AFTPT1474P1ZA,9403,N,N,7500,9,1350,9,1350,0,0,,
20240164,2024/26/04,C,20231510,9911037941,,1,1,,0,1,6727,2024/03/04,10394,1,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/07/05,0,0,,,2,1,S20240145,2024/15/05,,,5,113,0,20240140,9911037941,0,,46,,M/S NATIONAL BOOK HOUSE,,,0,,0,,,,2024/16/05,20240014,24,0,Y,0,0,N,N,10394,0,0,0,0,0,0,,
20240135,2024/27/04,M,20230278,2110060022,,43,43,,R000921148,43,24-25/35,2024/26/04,,0,0,0,43,0,0,0,0,11.27,0,0,0,GM OPF,2024/23/05,0,0,,,1,0,,,,,,,0,20240150,2110060022,1,,1,,,,,0,,0,NI% OBSERVED 8.31% AGAINST SPECIFIED 10-12%.,P% OBSERVED 0.045 AGAINST SPECIFIED 0.040 MAXIMUM.,,,,,0,Y,09AAVFR1895F1ZH,7326,N,N,431.36,9,1669.36,9,1669.36,0,0,,
20240136,2024/27/04,M,20170504,2110019012,,62,62,,S000525000,62,22,2024/26/04,29250,45,0,0,17,0,1,0,25.4,0,0,0,0,GM OPF,2024/28/05,0,0,,,2,45,S20240252,2024/03/06,5,,5,501,0,20240151,2110019012,1,,1,,,,,202400145,N,0,QTY 17.00 NOS REJECTED DUE TO POOR FINISH.,,,2024/06/06,20240032,6,0,Y,09AACCS0177M1Z1,8804,N,N,650,9,3627,9,3627,0,0,4,2024
20240137,2024/27/04,M,20240045,2110075033,,38,38,,S000525000,38,23,2024/26/04,,0,0,0,38,0,0,0,0,0,0,0,0,GM OPF,2024/27/05,0,0,,,1,0,,,,,,,0,20240152,2110075033,1,,1,,,,,0,,,REJECT DUE TO 27 NOS FOUND CRACK OUT OF 38,,,,,,0,Y,09AACCS0177M1Z1,8804,N,N,510,9,1744.2,9,1744.2,0,0,4,2024
20240138,2024/27/04,M,20230430,2101787014,,53110,53110,,M000421005,53110,M/00117,2024/27/04,331187.7902,52058,0,1052,0,0,1602,0,34.31,5.93,0,0,0,GM OPF,2024/31/05,0,0,,,2,52058,S20240255,2024/04/06,,,5,513,0,20240153,2101787014,1,,18,,,,,202400157,N,0,,,,2024/06/06,20240032,6,0,Y,09AAACM9362J1Z2,5806,N,N,6.3619,2.5,8447.01,2.5,8447.01,0,0,4,2024
20240139,2024/27/04,C,20230665,2101292032,,4,4,,0,4,0,2023/31/07,6449,4,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/02/05,0,0,,,2,4,S20240121,2024/10/05,,,5,303,0,20240149,2101292032,0,,4,,M/S UNIT RUN CANTEEN,,,0,,0,,,,2024/15/05,20240012,24,0,Y,0,0,N,N,1612.25,0,0,0,0,0,0,,
20240162,2024/27/04,C,20240007,2110199021,,100,100,,0,100,6,2024/25/04,4484,100,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/07/05,0,0,,,2,100,S20240146,2024/15/05,,,5,405,0,20240146,2110199021,0,,1,,M/S VARISHA PRECISION WORKS,,,0,,0,,,,2024/16/05,20240013,6,0,Y,09ADDPN6913H1ZF,4820,N,N,38,9,342,9,342,0,0,,
20240163,2024/27/04,C,20240008,2101728481,,100,100,,0,100,5,2024/25/04,3360,100,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/07/05,0,0,,,2,100,S20240162,2024/18/05,,,5,101,0,20240147,2101728481,0,,1,,M/S VARISHA PRECISION WORKS,,,0,,0,,,,2024/24/05,20240019,6,0,Y,09ADDPN6913H1ZF,5807,N,N,30,6,180,6,180,0,0,,
20240193,2024/27/04,C,20240049,9911039113,,150,150,,0,150,25,2024/25/04,8496,150,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,150,S20240150,2024/16/05,,,5,101,0,20240148,9911039113,0,,1,,M/S SARAM SEVI ENTERPRISES,,,0,,0,,,,2024/24/05,20240019,6,0,Y,09AAVFS0855J1ZH,3404,N,N,48,9,648,9,648,0,0,,
20240194,2024/27/04,C,20240051,9911039115,,80,80,,0,80,26,2024/25/04,4531.2,80,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,80,S20240151,2024/16/05,,,5,101,0,20240144,9911039115,0,,1,,M/S SARAM SEVI ENTERPRISES,,,0,,0,,,,2024/24/05,20240019,6,0,Y,09AAVFS0855J1ZH,3404,N,N,48,9,345.6,9,345.6,0,0,,
20240195,2024/27/04,C,20240050,9911039114,,75,75,,0,75,7,2024/25/04,4248,75,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/11/05,0,0,,,2,75,S20240152,2024/16/05,,,5,101,0,20240145,9911039114,0,,1,,M/S VARISHA PRESISION WORKS,,,0,,0,,,,2024/24/05,20240019,6,0,Y,09ADDPN6913H1ZF,4820,N,N,48,9,324,9,324,0,0,,
20240140,2024/29/04,C,20240075,9911038630,,1,1,,0,1,2,2024/26/04,3919,1,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/02/05,0,0,,,2,1,S20240122,2024/10/05,,,5,109,0,20240154,9911038630,0,,1,,M/S ANUSHKA ENTERPRISES,,,0,,0,,,,2024/15/05,20240012,24,0,Y,09CLXPK4843F1ZI,3307,N,N,3919,9,298.91,9,298.91,0,0,,
20240141,2024/30/04,M,20230501,2101221287,,10562,10562,,K001121010,10562,VP24250205,2024/25/04,3282368.523,10107,0,455,0,0,31,0,33.49,26.05,0,0,0,"GM/OPF, KANPUR",2024/18/06,0,0,,,2,10107,S20240327,2024/21/06,,,5,425,0,20240157,2101221287,1,,29,,,,,202400228,N,0,,,,2024/25/06,20240040,6,0,N,24AAACK2030M1ZV,5407,N,N,324.76,0,0,0,0,5,171505.76,4,2024
20240142,2024/30/04,M,20230386,2101221251,,1531,1531,,K001121010,1531,VP24250204,2024/25/04,569196,1467,0,64,0,0,8,0,33.54,20.58,0,0,0,"GM/OPF, KANPUR",2024/18/06,0,0,,,2,1467,SA20240018,2024/21/06,,,5,3211,0,20240158,2101221251,1,,6,,,,,202400227,N,0,,,,2024/25/06,20240040,6,0,N,24AAACK2030M1ZV,5407,N,N,388,0,0,0,0,5,29701.4,4,2024
20240143,2024/30/04,M,20230471,2101221989,,1297,1297,,K001121010,1297,VP24250206,2024/26/04,598708,1237,0,60,0,0,7,0,33.38,21.68,0,0,0,GM OPF,2024/19/06,0,0,,,2,1237,S20240349,2024/26/06,,,5,1502,0,20240159,2101221989,1,,5,,,,,202400230,N,0,,,,2024/27/06,20240043,6,0,N,24AAACK2030M1ZV,5407,N,N,484,0,0,0,0,5,31387.4,4,2024
20240144,2024/30/04,M,20190251,2101221160,,925,925,,O000921013,925,4,2024/23/04,113526,901,0,24,0,0,8,0,34.09,0,0,0,0,"GM/OPF, KANPUR",2024/23/05,0,0,,,2,901,SA20240012,2024/28/05,,,5,"102,06",0,20240160,2101221160,1,,5,,,,,202400111,N,0,,,,2024/31/05,20240028,6,0,N,27AAACP3167G1ZH,5407,N,N,126,0,0,0,0,5,5827.5,4,2024
20240145,2024/30/04,M,20230146,2101221999,,835,835,,O000921013,835,6,2024/24/04,271871,779,0,56,0,0,6,0,32.65,5.45,0,0,0,GM OPF,2024/13/06,0,0,,,2,779,S20240330,2024/21/06,,,5,220,0,20240161,2101221999,1,,1,,,,,202400208,N,0,,,,2024/25/06,20240040,6,0,N,27AAACP3167G1ZH,5407,N,N,348.81,0,0,0,0,5,14562.82,4,2024
20240146,2024/30/04,M,20230233,2101221981,,3749.5,3749.5,,O000921013,3749.5,5,2024/24/04,929390,3272.5,0,477,0,0,25,0,30.55,13.78,0,0,0,GM OPF,2024/13/06,0,0,,,2,3272.5,SA20240021,2024/21/06,,,5,4706,0,20240162,2101221981,1,,5,,,,,202400207,N,0,,,,2024/25/06,20240040,6,0,N,27AAACP3167G1ZH,5407,N,N,284,0,0,0,0,5,53242.9,4,2024
20240147,2024/30/04,M,20230372,9911035223,,3260,3260,,O000921013,3260,2,2024/23/04,,0,0,0,3260,0,0,0,0,4.87,0,0,0,GM OPF,2024/15/06,0,0,,,1,0,,,,,,,0,20240163,9911035223,1,,15,,,,,0,,0,LOT IS REJECTED DUE TO REQUIRMENT OF SUBJECT ITEM DOSE NOT EXIST.,,,,,,0,N,27AAACP3167G1ZH,5407,N,N,449,0,0,0,0,5,73187,,
20240148,2024/30/04,M,20230056,2101221251,,5247,5247,,O000921013,5247,3,2024/23/04,1958236,5047,0,200,0,0,26,0,33.67,7.77,0,0,0,GM OPF,2024/10/06,0,0,,,2,5047,SA20240016,2024/21/06,,,5,3209,0,20240164,2101221251,1,,24,,,,,202400182,N,0,,,,2024/24/06,20240039,6,0,N,27AAACP3167G1ZH,5407,N,N,388,0,0,0,0,5,101791.8,4,2024
20240149,2024/30/04,C,20240066,2010371445,,11,11,,0,11,26,2024/29/04,24024,11,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/22/05,0,0,,,2,11,S20240216,2024/27/05,,,5,103,0,20240165,2010371445,0,,1,,M/S SHANKAR INDUSTRIAL MACHINE,,,0,,0,,,,2024/30/05,20240026,6,0,Y,09BIOPA8405Q1ZN,8452,N,N,1950,6,1287,6,1287,0,0,,
20240150,2024/30/04,C,20240064,9911036774,,500,500,,0,500,1,2024/29/04,18880,500,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/03/05,0,0,,,2,500,S20240116,2024/10/05,,,5,208,0,20240166,9911036774,0,,500,,M/S JYOTI ENTERPRISES,,,0,,0,,,,2024/15/05,20240011,6,0,Y,09CREPK6774N1ZY,8213,N,N,32,,1440,9,1440,0,0,,
20240151,2024/30/04,M,20230579,2110090001,,2,2,,N004821040,2,24-25/014,2024/30/04,14900,2,0,0,0,0,0,0,35,1.25,0,0,0,GM OPF,2024/03/06,0,0,,,2,2,S20240266,2024/06/06,5,,5,105,0,20240168,2110090001,1,,2,,,,,202400171,N,0,,,,2024/11/06,20240033,6,0,Y,09AAHFN2396R1ZC,8804,N,N,7450,9,1341,9,1341,0,0,4,2024
20240152,2024/30/04,M,20230394,2101797032,,85784,85784,,S009925009,85784,49,2024/30/04,,0,0,0,0,0,0,0,,,0,0,0,,,0,0,,,3,0,,,,,,,0,20240169,,1,,14,,,,,0,,0,,,,,,,0,Y,09ADWPK1340G1ZE,5607,N,N,4.4286,6,22794.18,6,22794.18,0,0,,
20240153,2024/30/04,M,20230415,2101126380,,5665,5665,,S009925009,5665,50,2024/30/04,110317.3731,5379,0,96,190,0,87,0,33.23,24.49,0,0,0,GM OPF,2024/16/05,0,0,,,2,5379,S20240189,2024/23/05,,,5,901,0,20240170,2101126380,1,,1,,,,,202400090,N,0,QTY 190.00 MTR REJECTED DUE TO B.S.NOT FOUND AS PER SPECIFID.,,,2024/06/06,20240032,6,0,Y,09ADWPK1340G1ZE,5607,N,N,20.5089,6,6970.98,6,6970.98,0,0,4,2024
20240154,2024/30/04,M,20230450,2101787010,,23088,23088,,S009925009,23088,51,2024/30/04,327127.6736,22568,0,456,64,0,654,0,34.21,20.19,0,0,0,GM OPF,2024/09/05,0,0,,,2,22568,S20240163,2024/18/05,,,5,606,0,20240171,2101787010,1,,10,,,,,202400066,N,0,QTY 64.00 MTR REJECTED DUE TO HUGE WEAVING DEFECTS.,,,2024/24/05,20240018,6,0,Y,09ADWPK1340G1ZE,5806,N,N,14.4952,2.5,8366.63,2.5,8366.63,0,0,4,2024
20240155,2024/30/04,M,20230399,2103784280,,1284,1284,,S009925009,1284,52,2024/30/04,113129.7323,1261,0,23,0,0,36,0,34.37,4.06,0,0,0,GM OPF,2024/29/05,0,0,,,2,1261,S20240248,2024/31/05,,,5,121,0,20240172,2103784280,1,,1,,,,,202400154,N,0,,,,2024/03/06,20240029,6,0,Y,09ADWPK1340G1ZE,5806,N,N,89.7143,2.5,2879.83,2.5,2879.83,0,0,4,2024
20240158,2024/30/04,C,20240058,2110099003,,100,100,,0,100,8,2024/29/04,3068,100,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/03/05,0,0,,,2,100,S20240147,2024/15/05,,,5,3615,0,20240167,2110099003,0,,100,,M/S PRIYA ENTERPRISES,,,0,,0,,,,2024/16/05,20240013,6,0,Y,09ATWPK3223E1ZJ,4820,N,N,2600,9,234,9,234,0,0,,
20240221,2024/30/04,C,20240001,2101726629,,250,250,,0,250,24,2024/25/04,11800,250,0,0,0,0,0,0,0,0,0,0,0,GM OPF,2024/23/05,0,0,,,2,250,S20240274,2024/13/06,,,5,607,0,20240156,2101726629,0,,250,,M/S SHRAM SEVI ENTERPRISES,,,0,,0,,,,2024/24/06,20240039,6,0,Y,09AAVFS0855J1ZH,3404,N,N,40,9,900,9,900,0,0,,
20240159,2024/01/05,C,20240040,2110075041,,59,59,,0,59,AKS-014,2024/30/04,,59,0,0,0,0,1,0,0,0,0,0,0,GM OPF,2024/11/07,0,0,,,1,0,,,,,,,0,20240173,2110075041,0,,1,,M/S AKS ENTERPRISES,,,0,,,,,,,,,0,Y,09AAOFA1149E1ZK,8308,N,N,148,9,785.88,9,785.88,0,0,4,2024
